station	valid	tmpf	dwpf	relh	drct	sknt	p01i	alti	mslp	vsby	gust	skyc1	skyc2	skyc3	skyc4	skyl1	skyl2	skyl3	skyl4	wxcodes	ice_accretion_1hr	ice_accretion_3hr	ice_accretion_6hr	peak_wind_gust	peak_wind_drct	peak_wind_time	feel	metar	snowdepth
JRB	2019-12-18 17:56	36.00	26.10	66.97	260.00	16.00	0.00	29.83	1010.30	null	25.00	OVC	null	null	null	3100.00	null	null	null	null	null	null	null	null	null	null	25.63	KJRB 181756Z AUTO 26016G25KT OVC031 02/M03 A2983 RMK AO2 SLP103 T00221033 10033 20006 56016 PWINO FZRANO	null
JRB	2019-12-18 18:56	37.00	28.00	69.63	270.00	16.00	0.00	29.83	1010.10	null	21.00	BKN	OVC	null	null	2700.00	3700.00	null	null	null	null	null	null	null	null	null	26.94	KJRB 181856Z AUTO 27016G21KT BKN027 OVC037 03/M02 A2983 RMK AO2 SLP101 T00281022 PWINO	null
JRB	2019-12-18 19:56	39.00	26.10	59.52	270.00	12.00	0.01	29.84	1010.50	null	40.00	BKN	BKN	null	null	2900.00	3500.00	null	null	null	null	null	null	41.00	270.00	2019-12-18 19:23	30.91	KJRB 181956Z AUTO 27012G40KT 250V320 BKN029 BKN035 04/M03 A2984 RMK AO2 PK WND 27041/1923 SLP105 P0001 T00391033 PWINO	null
JRB	2019-12-18 20:56	36.00	25.00	63.98	270.00	14.00	0.00	29.85	1010.90	null	42.00	FEW	null	null	null	3300.00	null	null	null	null	null	null	null	42.00	290.00	2019-12-18 20:52	26.32	KJRB 182056Z AUTO 27014G42KT FEW033 02/M04 A2985 RMK AO2 PK WND 29042/2052 SLP109 60001 T00221039 53006 PWINO FZRANO	null
JRB	2019-12-18 21:56	32.00	27.00	81.55	0.00	0.00	0.00	29.90	1012.50	null	null	BKN	BKN	OVC	null	700.00	1300.00	2400.00	null	null	null	null	null	31.00	290.00	2019-12-18 21:05	32.00	KJRB 182156Z AUTO 00000KT BKN007 BKN013 OVC024 00/M03 A2990 RMK AO2 PK WND 29031/2105 CIG 004V010 SLP125 T00001028 PWINO FZRANO	null
JRB	2019-12-18 22:56	32.00	26.10	78.58	270.00	7.00	0.00	29.91	1012.90	null	15.00	BKN	null	null	null	5000.00	null	null	null	null	null	null	null	35.00	290.00	2019-12-18 22:37	24.78	KJRB 182256Z AUTO 27007G15KT BKN050 00/M03 A2991 RMK AO2 PK WND 29035/2237 SLP129 T00001033 PWINO FZRANO	null
JRB	2019-12-18 23:56	32.00	24.10	72.30	260.00	10.00	0.00	29.94	1013.70	null	19.00	OVC	null	null	null	7500.00	null	null	null	null	null	null	null	null	null	null	22.97	KJRB 182356Z AUTO 26010G19KT 210V290 OVC075 00/M04 A2994 RMK AO2 SLP137 60001 T00001044 10039 20000 51028 PWINO FZRANO	null
JRB	2019-12-19 00:56	30.00	25.00	81.40	null	3.00	0.00	29.96	1014.50	null	null	FEW	SCT	BKN	null	2400.00	2900.00	6000.00	null	null	null	null	null	null	null	null	26.40	KJRB 190056Z AUTO VRB03KT FEW024 SCT029 BKN060 M01/M04 A2996 RMK AO2 SLP145 T10111039 PWINO FZRANO	null
JRB	2019-12-19 01:56	28.90	25.00	85.14	null	5.00	0.00	29.98	1015.30	null	null	FEW	BKN	OVC	null	700.00	3000.00	3800.00	null	null	null	null	null	null	null	null	22.71	KJRB 190156Z AUTO VRB05KT FEW007 BKN030 OVC038 M02/M04 A2998 RMK AO2 SLP153 T10171039 PWINO FZRANO	null
JRB	2019-12-19 02:56	27.00	19.90	74.25	null	3.00	0.00	30.03	1016.80	null	null	FEW	OVC	null	null	5500.00	7000.00	null	null	null	null	null	null	null	null	null	22.97	KJRB 190256Z AUTO VRB03KT FEW055 OVC070 M03/M07 A3003 RMK AO2 SLP168 T10281067 53023 PWINO FZRANO	null
JRB	2019-12-19 03:56	25.00	14.00	62.50	240.00	7.00	0.00	30.06	1018.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	16.25	KJRB 190356Z AUTO 24007KT 200V310 CLR M04/M10 A3006 RMK AO2 SLP180 T10391100 PWINO FZRANO	null
JRB	2019-12-19 04:56	24.10	15.10	68.09	null	3.00	0.00	30.09	1018.80	null	null	FEW	SCT	null	null	3900.00	5000.00	null	null	null	null	null	null	null	null	null	19.66	KJRB 190456Z AUTO VRB03KT FEW039 SCT050 M04/M09 A3009 RMK AO2 SLP188 T10441094 400391044 PWINO FZRANO	null
JRB	2019-12-19 05:56	21.90	10.90	62.07	null	3.00	0.00	30.11	1019.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	17.14	KJRB 190556Z AUTO VRB03KT CLR M06/M12 A3011 RMK AO2 SLP196 T10561117 10000 21056 51029 PWINO FZRANO	null
JRB	2019-12-19 06:56	21.90	10.90	62.07	0.00	0.00	0.00	30.15	1020.90	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.90	KJRB 190656Z AUTO 00000KT CLR M06/M12 A3015 RMK AO2 SLP209 T10561117 PWINO FZRANO	null
JRB	2019-12-19 07:56	21.00	10.90	64.48	null	4.00	0.00	30.18	1022.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	14.57	KJRB 190756Z AUTO VRB04KT CLR M06/M12 A3018 RMK AO2 SLP220 T10611117 PWINO FZRANO	null
JRB	2019-12-19 08:56	19.90	12.00	70.95	null	3.00	0.00	30.21	1022.90	null	15.00	SCT	null	null	null	3900.00	null	null	null	null	null	null	null	null	null	null	14.86	KJRB 190856Z AUTO VRB03G15KT SCT039 M07/M11 A3021 RMK AO2 SLP229 T10671111 51033 PWINO FZRANO	null
JRB	2019-12-19 09:56	19.00	9.00	64.50	null	4.00	0.00	30.24	1024.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	12.24	KJRB 190956Z AUTO VRB04KT CLR M07/M13 A3024 RMK AO2 SLP240 T10721128 PWINO FZRANO	null
JRB	2019-12-19 10:56	19.00	9.00	64.50	null	3.00	0.00	30.25	1024.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	13.83	KJRB 191056Z AUTO VRB03KT CLR M07/M13 A3025 RMK AO2 SLP243 T10721128 PWINO FZRANO	null
JRB	2019-12-19 11:56	19.00	9.00	64.50	null	4.00	0.00	30.28	1025.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	12.24	KJRB 191156Z AUTO VRB04KT CLR M07/M13 A3028 RMK AO2 SLP255 70001 T10721128 11050 21078 53026 PWINO FZRANO	null
JRB	2019-12-19 12:56	19.00	9.00	64.50	null	4.00	0.00	30.32	1026.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	29.00	250.00	2019-12-19 12:13	12.24	KJRB 191256Z AUTO VRB04KT CLR M07/M13 A3032 RMK AO2 PK WND 25029/1213 SLP266 T10721128 PWINO FZRANO	null
JRB	2019-12-19 13:56	21.00	10.00	61.95	250.00	8.00	0.00	30.35	1027.70	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	10.56	KJRB 191356Z AUTO 25008KT 210V280 CLR M06/M12 A3035 RMK AO2 SLP277 T10611122 PWINO FZRANO	null
JRB	2019-12-19 14:56	21.00	9.00	59.23	260.00	8.00	0.00	30.37	1028.40	null	14.00	FEW	null	null	null	3500.00	null	null	null	null	null	null	null	null	null	null	10.56	KJRB 191456Z AUTO 26008G14KT FEW035 M06/M13 A3037 RMK AO2 SLP284 T10611128 51029 PWINO FZRANO	null
JRB	2019-12-19 15:56	24.10	10.90	56.59	null	5.00	0.00	30.36	1028.10	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	17.01	KJRB 191556Z AUTO VRB05KT CLR M04/M12 A3036 RMK AO2 SLP281 T10441117 PWINO FZRANO	null
JRB	2019-12-19 16:56	27.00	14.00	57.53	null	5.00	0.00	30.35	1027.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	20.46	KJRB 191656Z AUTO VRB05KT CLR M03/M10 A3035 RMK AO2 SLP276 T10281100 PWINO FZRANO	null
JRB	2019-12-19 17:56	28.00	15.10	57.93	260.00	12.00	0.00	30.35	1027.60	null	18.00	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	16.91	KJRB 191756Z AUTO 26012G18KT CLR M02/M09 A3035 RMK AO2 SLP276 T10221094 11017 21078 56008 PWINO FZRANO	null
JRB	2019-12-19 18:56	30.90	17.10	56.14	null	6.00	0.00	30.35	1027.80	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.21	KJRB 191856Z AUTO VRB06KT CLR M01/M08 A3035 RMK AO2 SLP278 T10061083 PWINO FZRANO	null
JRB	2019-12-19 19:56	30.90	17.10	56.14	null	6.00	0.00	30.36	1028.20	null	28.00	CLR	null	null	null	null	null	null	null	null	null	null	null	38.00	300.00	2019-12-19 19:41	24.21	KJRB 191956Z AUTO VRB06G28KT CLR M01/M08 A3036 RMK AO2 PK WND 30038/1941 SLP282 T10061083 PWINO FZRANO	null
JRB	2019-12-19 20:56	30.00	17.10	58.23	280.00	7.00	0.00	30.38	1028.60	null	42.00	CLR	null	null	null	null	null	null	null	null	null	null	null	42.00	280.00	2019-12-19 20:53	22.34	KJRB 192056Z AUTO 28007G42KT 220V340 CLR M01/M08 A3038 RMK AO2 PK WND 28042/2053 SLP286 T10111083 53009 PWINO FZRANO	null
JRB	2019-12-19 21:56	27.00	14.00	57.53	null	6.00	0.01	30.39	1029.10	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	33.00	270.00	2019-12-19 21:04	19.51	KJRB 192156Z AUTO VRB06KT CLR M03/M10 A3039 RMK AO2 PK WND 27033/2104 SLP291 P0001 T10281100 PWINO FZRANO	null
JRB	2019-12-19 22:56	26.10	12.90	56.89	260.00	10.00	0.01	30.41	1029.70	null	33.00	CLR	null	null	null	null	null	null	null	null	null	null	null	39.00	300.00	2019-12-19 22:08	15.57	KJRB 192256Z AUTO 26010G33KT 180V290 CLR M03/M11 A3041 RMK AO2 PK WND 30039/2208 SLP297 P0001 T10331106 PWINO FZRANO	null
JRB	2019-12-19 23:56	25.00	12.90	59.55	null	4.00	0.00	30.42	1030.10	null	null	SCT	null	null	null	12000.00	null	null	null	null	null	null	null	28.00	290.00	2019-12-19 23:11	19.25	KJRB 192356Z AUTO VRB04KT SCT120 M04/M11 A3042 RMK AO2 PK WND 29028/2311 SLP301 60002 T10391106 10000 21039 51015 PWINO FZRANO	null
JRB	2019-12-20 00:56	25.00	12.90	59.55	null	3.00	0.00	30.43	1030.50	null	null	OVC	null	null	null	11000.00	null	null	null	null	null	null	null	37.00	280.00	2019-12-20 00:37	20.69	KJRB 200056Z AUTO VRB03KT OVC110 M04/M11 A3043 RMK AO2 PK WND 28037/0037 SLP305 T10391106 PWINO FZRANO	null
JRB	2019-12-20 01:56	25.00	12.90	59.55	null	4.00	0.00	30.44	1030.70	null	null	OVC	null	null	null	10000.00	null	null	null	null	null	null	null	null	null	null	19.25	KJRB 200156Z AUTO VRB04KT OVC100 M04/M11 A3044 RMK AO2 SLP307 T10391106 PWINO FZRANO	null
JRB	2019-12-20 02:56	25.00	12.90	59.55	null	4.00	0.00	30.44	1030.70	null	null	OVC	null	null	null	9500.00	null	null	null	null	null	null	null	null	null	null	19.25	KJRB 200256Z AUTO VRB04KT OVC095 M04/M11 A3044 RMK AO2 SLP307 T10391106 51006 PWINO FZRANO	null
JRB	2019-12-20 03:56	25.00	14.00	62.50	250.00	7.00	0.00	30.44	1030.90	null	null	OVC	null	null	null	7000.00	null	null	null	null	null	null	null	null	null	null	16.25	KJRB 200356Z AUTO 25007KT OVC070 M04/M10 A3044 RMK AO2 SLP309 T10391100 PWINO FZRANO	null
JRB	2019-12-20 04:56	25.00	15.10	65.58	260.00	9.00	0.00	30.45	1031.00	null	14.00	OVC	null	null	null	6500.00	null	null	null	null	null	null	null	null	null	null	14.81	KJRB 200456Z AUTO 26009G14KT OVC065 M04/M09 A3045 RMK AO2 SLP310 T10391094 400001078 PWINO FZRANO	null
JRB	2019-12-20 05:56	25.00	16.00	68.20	260.00	9.00	0.00	30.46	1031.40	null	15.00	SCT	null	null	null	7000.00	null	null	null	null	null	null	null	null	null	null	14.81	KJRB 200556Z AUTO 26009G15KT SCT070 M04/M09 A3046 RMK AO2 SLP314 T10391089 11033 21039 53006 PWINO FZRANO	null
JRB	2019-12-20 06:56	25.00	16.00	68.20	250.00	8.00	0.00	30.47	1031.90	null	null	BKN	null	null	null	7000.00	null	null	null	null	null	null	null	null	null	null	15.49	KJRB 200656Z AUTO 25008KT BKN070 M04/M09 A3047 RMK AO2 SLP319 T10391089 PWINO FZRANO	null
JRB	2019-12-20 07:56	24.10	16.00	70.81	240.00	7.00	0.00	30.49	1032.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	15.15	KJRB 200756Z AUTO 24007KT CLR M04/M09 A3049 RMK AO2 SLP324 T10441089 PWINO FZRANO	null
JRB	2019-12-20 08:56	25.00	17.10	71.53	260.00	6.00	0.00	30.49	1032.40	null	null	OVC	null	null	null	5500.00	null	null	null	null	null	null	null	null	null	null	17.10	KJRB 200856Z AUTO 26006KT OVC055 M04/M08 A3049 RMK AO2 SLP324 T10391083 51010 PWINO FZRANO	null
JRB	2019-12-20 09:56	25.00	16.00	68.20	null	4.00	0.00	30.49	1032.50	null	null	FEW	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	19.25	KJRB 200956Z AUTO VRB04KT FEW060 M04/M09 A3049 RMK AO2 SLP325 T10391089 PWINO FZRANO	null
JRB	2019-12-20 10:56	24.10	16.00	70.81	260.00	6.00	0.00	30.51	1033.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	16.02	KJRB 201056Z AUTO 26006KT CLR M04/M09 A3051 RMK AO2 SLP330 T10441089 PWINO FZRANO	null
JRB	2019-12-20 11:56	24.10	16.00	70.81	250.00	6.00	0.00	30.52	1033.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	16.02	KJRB 201156Z AUTO 25006KT CLR M04/M09 A3052 RMK AO2 SLP335 70002 T10441089 11039 21044 53010 PWINO FZRANO	null
JRB	2019-12-20 12:56	25.00	15.10	65.58	260.00	8.00	0.00	30.53	1033.90	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	15.49	KJRB 201256Z AUTO 26008KT CLR M04/M09 A3053 RMK AO2 SLP339 T10391094 PWINO FZRANO	null
JRB	2019-12-20 13:56	27.00	15.10	60.37	0.00	0.00	0.00	30.54	1034.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.00	KJRB 201356Z AUTO 00000KT CLR M03/M09 A3054 RMK AO2 SLP343 T10281094 PWINO FZRANO	null
JRB	2019-12-20 14:56	28.00	14.00	55.21	null	3.00	0.00	30.57	1035.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	33.00	270.00	2019-12-20 14:16	24.12	KJRB 201456Z AUTO VRB03KT CLR M02/M10 A3057 RMK AO2 PK WND 27033/1416 SLP350 T10221100 53016 PWINO FZRANO	null
JRB	2019-12-20 15:56	30.00	15.10	53.38	null	5.00	0.00	30.56	1034.90	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.02	KJRB 201556Z AUTO VRB05KT CLR M01/M09 A3056 RMK AO2 SLP349 T10111094 PWINO FZRANO	null
JRB	2019-12-20 16:56	33.10	14.00	44.89	null	4.00	0.00	30.55	1034.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.70	KJRB 201656Z AUTO VRB04KT CLR 01/M10 A3055 RMK AO2 SLP346 T00061100 PWINO FZRANO	null
JRB	2019-12-20 17:56	35.10	14.00	41.44	230.00	3.00	0.00	30.54	1034.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	32.23	KJRB 201756Z AUTO 23003KT CLR 02/M10 A3054 RMK AO2 SLP340 T00171100 10017 21044 58010 PWINO FZRANO	null
JRB	2019-12-20 18:56	37.90	19.00	46.08	0.00	0.00	0.00	30.54	1034.10	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	37.90	KJRB 201856Z AUTO 00000KT CLR 03/M07 A3054 RMK AO2 SLP341 T00331072 PWINO	null
JRB	2019-12-20 19:56	39.00	19.00	44.14	null	3.00	0.00	30.56	1034.70	null	40.00	CLR	null	null	null	null	null	null	null	null	null	null	null	40.00	280.00	2019-12-20 19:54	36.69	KJRB 201956Z AUTO VRB03G40KT CLR 04/M07 A3056 RMK AO2 PK WND 28040/1954 SLP347 T00391072 PWINO	null
JRB	2019-12-20 20:56	37.90	18.00	44.14	0.00	0.00	0.00	30.57	1035.20	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	31.00	280.00	2019-12-20 20:02	37.90	KJRB 202056Z AUTO 00000KT CLR 03/M08 A3057 RMK AO2 PK WND 28031/2002 SLP352 T00331078 53012 PWINO	null
JRB	2019-12-20 21:56	35.10	17.10	47.43	null	5.00	0.00	30.59	1035.90	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	32.00	280.00	2019-12-20 21:00	30.08	KJRB 202156Z AUTO VRB05KT CLR 02/M08 A3059 RMK AO2 PK WND 28032/2100 SLP359 T00171083 PWINO FZRANO	null
JRB	2019-12-20 22:56	34.00	18.00	51.52	null	4.00	0.01	30.60	1036.20	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	38.00	290.00	2019-12-20 22:13	29.76	KJRB 202256Z AUTO VRB04KT CLR 01/M08 A3060 RMK AO2 PK WND 29038/2213 SLP362 P0001 T00111078 PWINO FZRANO	null
JRB	2019-12-20 23:56	33.10	17.10	51.37	null	3.00	0.00	30.61	1036.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	28.00	290.00	2019-12-20 23:03	29.95	KJRB 202356Z AUTO VRB03KT CLR 01/M08 A3061 RMK AO2 PK WND 29028/2303 SLP364 60001 T00061083 10039 20006 51013 PWINO FZRANO	null
JRB	2019-12-21 00:56	32.00	19.00	58.27	0.00	0.00	0.00	30.62	1037.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	32.00	KJRB 210056Z AUTO 00000KT CLR 00/M07 A3062 RMK AO2 SLP370 T00001072 PWINO FZRANO	null
JRB	2019-12-21 01:56	30.00	18.00	60.53	60.00	7.00	0.00	30.64	1037.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	22.34	KJRB 210156Z AUTO 06007KT 030V110 CLR M01/M08 A3064 RMK AO2 SLP374 T10111078 PWINO FZRANO	null
JRB	2019-12-21 02:56	30.00	16.00	55.52	70.00	5.00	0.00	30.64	1037.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.02	KJRB 210256Z AUTO 07005KT CLR M01/M09 A3064 RMK AO2 SLP375 T10111089 51010 PWINO FZRANO	null
JRB	2019-12-21 03:56	28.90	18.00	63.31	60.00	7.00	0.00	30.64	1037.70	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.00	KJRB 210356Z AUTO 06007KT CLR M02/M08 A3064 RMK AO2 SLP377 T10171078 PWINO FZRANO	null
JRB	2019-12-21 04:56	30.00	18.00	60.53	null	3.00	0.00	30.64	1037.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.40	KJRB 210456Z AUTO VRB03KT CLR M01/M08 A3064 RMK AO2 SLP374 T10111078 400391044 PWINO FZRANO	null
JRB	2019-12-21 05:56	28.90	18.00	63.31	260.00	3.00	0.00	30.63	1037.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	25.14	KJRB 210556Z AUTO 26003KT CLR M02/M08 A3063 RMK AO2 SLP373 T10171078 10006 21022 58002 PWINO FZRANO	null
JRB	2019-12-21 06:56	27.00	18.00	68.45	0.00	0.00	0.00	30.65	1038.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.00	KJRB 210656Z AUTO 00000KT CLR M03/M08 A3065 RMK AO2 SLP380 T10281078 PWINO FZRANO	null
JRB	2019-12-21 07:56	27.00	18.00	68.45	0.00	0.00	0.00	30.65	1038.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.00	KJRB 210756Z AUTO 00000KT CLR M03/M08 A3065 RMK AO2 SLP380 T10281078 PWINO FZRANO	null
JRB	2019-12-21 08:56	28.00	19.90	71.25	60.00	4.00	0.00	30.64	1037.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	22.75	KJRB 210856Z AUTO 06004KT CLR M02/M07 A3064 RMK AO2 SLP374 T10221067 50001 PWINO FZRANO	null
JRB	2019-12-21 09:56	28.00	19.90	71.25	null	3.00	0.00	30.63	1037.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.12	KJRB 210956Z AUTO VRB03KT CLR M02/M07 A3063 RMK AO2 SLP373 T10221067 PWINO FZRANO	null
JRB	2019-12-21 10:56	28.90	21.90	74.76	30.00	5.00	0.00	30.63	1037.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	22.71	KJRB 211056Z AUTO 03005KT CLR M02/M06 A3063 RMK AO2 SLP373 T10171056 PWINO FZRANO	null
JRB	2019-12-21 11:56	28.90	21.90	74.76	50.00	6.00	0.00	30.64	1037.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.80	KJRB 211156Z AUTO 05006KT CLR M02/M06 A3064 RMK AO2 SLP375 70001 T10171056 11017 21028 53001 PWINO FZRANO	null
JRB	2019-12-21 12:56	28.00	19.90	71.25	60.00	7.00	0.00	30.65	1037.70	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	19.90	KJRB 211256Z AUTO 06007KT CLR M02/M07 A3065 RMK AO2 SLP377 T10221067 PWINO FZRANO	null
JRB	2019-12-21 13:56	28.00	18.00	65.69	270.00	5.00	0.00	30.67	1038.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.64	KJRB 211356Z AUTO 27005KT CLR M02/M08 A3067 RMK AO2 SLP384 T10221078 PWINO FZRANO	null
JRB	2019-12-21 14:56	30.00	19.90	65.66	null	3.00	0.00	30.67	1038.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.40	KJRB 211456Z AUTO VRB03KT CLR M01/M07 A3067 RMK AO2 SLP385 T10111067 51010 PWINO FZRANO	null
JRB	2019-12-21 15:56	30.90	19.90	63.31	null	3.00	0.00	30.64	1037.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.43	KJRB 211556Z AUTO VRB03KT CLR M01/M07 A3064 RMK AO2 SLP376 T10061067 PWINO FZRANO	null
JRB	2019-12-21 16:56	33.10	19.00	55.75	null	6.00	0.00	30.60	1036.20	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.86	KJRB 211656Z AUTO VRB06KT CLR 01/M07 A3060 RMK AO2 SLP362 T00061072 PWINO FZRANO	null
JRB	2019-12-21 17:56	35.10	21.00	56.05	240.00	5.00	0.00	30.55	1034.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	30.08	KJRB 211756Z AUTO 24005KT CLR 02/M06 A3055 RMK AO2 SLP346 T00171061 10017 21022 58039 PWINO FZRANO	null
JRB	2019-12-21 18:56	36.00	24.10	61.62	null	3.00	0.00	30.54	1034.20	null	null	OVC	null	null	null	2300.00	null	null	null	null	null	null	null	null	null	null	33.26	KJRB 211856Z AUTO VRB03KT OVC023 02/M04 A3054 RMK AO2 SLP342 T00221044 PWINO FZRANO	null
JRB	2019-12-21 19:56	36.00	25.00	63.98	270.00	4.00	0.00	30.53	1033.70	null	null	BKN	null	null	null	2300.00	null	null	null	null	null	null	null	null	null	null	32.09	KJRB 211956Z AUTO 27004KT BKN023 02/M04 A3053 RMK AO2 SLP337 T00221039 PWINO FZRANO	null
JRB	2019-12-21 20:56	36.00	27.00	69.51	null	5.00	0.00	30.51	1033.20	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	34.00	280.00	2019-12-21 19:57	31.15	KJRB 212056Z AUTO VRB05KT CLR 02/M03 A3051 RMK AO2 PK WND 28034/1957 SLP332 T00221028 58014 PWINO FZRANO	null
JRB	2019-12-21 21:56	36.00	27.00	69.51	210.00	4.00	0.00	30.52	1033.40	null	null	FEW	SCT	null	null	2000.00	12000.00	null	null	null	null	null	null	null	null	null	32.09	KJRB 212156Z AUTO 21004KT FEW020 SCT120 02/M03 A3052 RMK AO2 SLP334 T00221028 PWINO FZRANO	null
JRB	2019-12-21 22:56	35.10	26.10	69.41	0.00	0.00	0.00	30.51	1033.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	35.10	KJRB 212256Z AUTO 00000KT CLR 02/M03 A3051 RMK AO2 SLP330 T00171033 PWINO FZRANO	null
JRB	2019-12-21 23:56	35.10	27.00	72.04	240.00	3.00	0.00	30.51	1033.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	32.23	KJRB 212356Z AUTO 24003KT CLR 02/M03 A3051 RMK AO2 SLP330 T00171028 10028 20017 58002 PWINO FZRANO	null
JRB	2019-12-22 00:56	34.00	27.00	75.26	240.00	5.00	0.00	30.49	1032.60	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.77	KJRB 220056Z AUTO 24005KT CLR 01/M03 A3049 RMK AO2 SLP326 T00111028 PWINO FZRANO	null
JRB	2019-12-22 01:56	34.00	27.00	75.26	270.00	4.00	0.00	30.48	1032.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	29.76	KJRB 220156Z AUTO 27004KT CLR 01/M03 A3048 RMK AO2 SLP320 T00111028 PWINO FZRANO	null
JRB	2019-12-22 02:56	34.00	27.00	75.26	250.00	5.00	0.00	30.49	1032.30	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.77	KJRB 220256Z AUTO 25005KT CLR 01/M03 A3049 RMK AO2 SLP323 T00111028 55006 PWINO FZRANO	null
JRB	2019-12-22 03:56	33.10	26.10	75.18	250.00	5.00	0.00	30.48	1032.00	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.70	KJRB 220356Z AUTO 25005KT CLR 01/M03 A3048 RMK AO2 SLP320 T00061033 PWINO FZRANO	null
JRB	2019-12-22 04:56	33.10	25.00	71.82	260.00	4.00	0.00	30.46	1031.40	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.70	KJRB 220456Z AUTO 26004KT CLR 01/M04 A3046 RMK AO2 SLP314 T00061039 400281028 PWINO FZRANO	null
JRB	2019-12-22 05:56	33.10	25.00	71.82	260.00	7.00	0.00	30.45	1031.20	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.12	KJRB 220556Z AUTO 26007KT CLR 01/M04 A3045 RMK AO2 SLP312 T00061039 10017 20006 56011 PWINO FZRANO	null
JRB	2019-12-22 06:56	32.00	25.00	75.07	270.00	5.00	0.00	30.44	1030.90	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.40	KJRB 220656Z AUTO 27005KT CLR 00/M04 A3044 RMK AO2 SLP309 T00001039 PWINO FZRANO	null
JRB	2019-12-22 07:56	33.10	26.10	75.18	260.00	6.00	0.00	30.43	1030.50	null	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.86	KJRB 220756Z AUTO 26006KT CLR 01/M03 A3043 RMK AO2 SLP305 T00061033 PWINO FZRANO	null
